sid,name,licence,access,date,creator,curators,substances,reference_pmid,reference_title,reference_date
PKDB00976,Doig1993,closed,public,2025-04-23,ennietensil,"['ennietensil', 'mkoenig']","['placebo', 'aldosterone', 'renin', 'losartan']",7685442,"Dose-ranging study of the angiotensin type I receptor antagonist losartan (DuP753/MK954), in salt-deplete normal man.",1993-07-15
PKDB00953,Donzelli2014,closed,public,2024-12-12,ennietensil,"['ennietensil', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)', 'midazolam', '1-hydroxymidazolam', 'metoprolol', 'alpha-hydroxymetoprolol', 'efavirenz', '8-hydroxyefavirenz', 'losartan', 'Losartan carboxylic acid (E3174)', 'omeprazole', '5-hydroxyomeprazole']",24218006,"The basel cocktail for simultaneous phenotyping of human cytochrome P450 isoforms in plasma, saliva and dried blood spots.",2014-12-08
PKDB00975,Goldberg1995,closed,public,2025-04-23,ennietensil,"['ennietensil', 'mkoenig']","['placebo', 'cimetidine', 'angiotensin I', 'renin', 'losartan', 'Losartan carboxylic acid (E3174)']",8751032,"Effects of cimetidine on pharmacokinetics and pharmacodynamics of losartan, an AT1-selective non-peptide angiotensin II receptor antagonist.",1996-09-23
PKDB00920,Kobayashi2008,closed,public,2024-11-13,ennietensil,"['ennietensil', 'mkoenig']","['losartan potassium', 'losartan', 'Losartan carboxylic acid (E3174)', 'bucolome']",18445991,"The effect of bucolome, a CYP2C9 inhibitor, on the pharmacokinetics of losartan.",2008-05-20
PKDB00922,Lo1995,closed,public,2024-11-13,ennietensil,"['ennietensil', 'mkoenig']","['losartan potassium', 'losartan', '14C-losartan', 'Losartan carboxylic acid (E3174)']",8529329,"Pharmacokinetics of losartan, an angiotensin II receptor antagonist, and its active metabolite EXP3174 in humans.",1996-01-31
PKDB00911,Ohtawa1993,closed,public,2024-10-11,ennietensil,"['ennietensil', 'mkoenig']","['placebo', 'aldosterone', 'angiotensin II', 'renin', 'losartan potassium', 'losartan', 'Losartan carboxylic acid (E3174)']",8471405,"Pharmacokinetics and biochemical efficacy after single and multiple oral administration of losartan, an orally active nonpeptide angiotensin II receptor antagonist, in humans.",1993-05-14
PKDB00961,Sekino2003,closed,public,2024-12-19,ennietensil,"['ennietensil', 'mkoenig']","['losartan potassium', 'losartan', 'Losartan carboxylic acid (E3174)']",14504849,Effect of the single CYP2C9*3 allele on pharmacokinetics and pharmacodynamics of losartan in healthy Japanese subjects.,2004-01-29
PKDB00910,Sica1995,closed,public,2024-10-11,ennietensil,"['ennietensil', 'mkoenig']","['losartan potassium', 'losartan', 'Losartan carboxylic acid (E3174)']",18800456,The pharmacokinetics of losartan in renal insufficiency.,2008-10-10
PKDB00897,Yasar2002a,closed,public,2024-10-02,ennietensil,"['ennietensil', 'mkoenig']","['losartan potassium', 'losartan', 'Losartan carboxylic acid (E3174)']",11823761,Pharmacokinetics of losartan and its metabolite E-3174 in relation to the CYP2C9 genotype.,2002-03-04
Allegrini2009,Allegrini2009,closed,public,2025-10-07,Ahmed-fub,"['Ahmed-fub', 'xresearch', 'mkoenig']","['ramipril', 'ramiprilat']",19813461,Bioequivalence study of two tablet formulations of ramipril in healthy volunteers.,2009-10-30
PKDB00676,Bussien1985,closed,public,2023-03-19,drosdekv,"['drosdekv', 'xresearch', 'mkoenig']","['ramipril', 'ramiprilat', 'aldosterone', 'angiotensin I', 'angiotensin II']",2987705,The effect of the converting enzyme inhibitor HOE 498 on the renin angiotensin system of normal volunteers.,1985-07-08
PKDB00658,Gerckens1989,closed,public,2023-02-07,DaryaLigay,"['DaryaLigay', 'mkoenig', 'xresearch']","['ramipril', 'ramiprilat', 'angiotensin converting enzyme (ACE)']",2474102,Pharmacokinetic and pharmacodynamic properties of ramipril in patients with congestive heart failure (NYHA III-IV).,1989-08-25
17986525,He2008,closed,public,2025-10-07,DaryaChb,"['DaryaChb', 'mkoenig', 'xresearch']","['valsartan', 'vildagliptin', 'ramipril', 'ramiprilat', 'amlodipine']",17986525,"Vildagliptin, a novel dipeptidyl peptidase IV inhibitor, has no pharmacokinetic interactions with the antihypertensive agents amlodipine, valsartan, and ramipril in healthy subjects.",2008-04-18
PKDB00678,Heintz1993,closed,public,2023-03-19,FlorBar,"['xresearch', 'FlorBar', 'mkoenig']","['ramipril', 'ramiprilat', 'angiotensin converting enzyme (ACE)']",7514239,Multiple-dose pharmacokinetics of ramipril in patients with chronic congestive heart failure.,1994-06-14
Hemann2021,Hemann2021,closed,public,2025-10-07,Ahmed-fub,"['Ahmed-fub', 'xresearch', 'mkoenig']","['ramipril', 'ramiprilat', 'atorvastatin', 'amlodipine']",33773093,"Mechanistic Considerations About an Unexpected Ramipril Drug-Drug Interaction in the Development of a Triple Fixed-Dose Combination Product Containing Ramipril, Amlodipine, and Atorvastatin.",2022-03-10
Lu2006,Lu2006,closed,public,2025-10-07,drosdekv,"['drosdekv', 'xresearch', 'mkoenig']","['ramipril', 'ramiprilat']",16181761,High-performance liquid chromatography-mass spectrometric analysis of ramipril and its active metabolite ramiprilat in human serum: application to a pharmacokinetic study in the Chinese volunteers.,2007-03-12
2992562,Manhem1985,open,public,2025-10-07,lucialink30,"['xresearch', 'lucialink30', 'mkoenig']","['ramipril', 'ramiprilat', 'aldosterone', 'angiotensin I', 'angiotensin II', 'angiotensin I/angiotensin II', 'renin', 'angiotensin converting enzyme (ACE)']",2992562,"A dose-response study of HOE 498, a new non-sulphydryl converting enzyme inhibitor, on blood pressure, pulse rate and the renin-angiotensin-aldosterone system in normal man.",1985-10-24
PKDB00656,Meyer1987,open,public,2023-02-07,lucialink30,"['lucialink30', 'mkoenig', 'xresearch']","['ramipril', 'ramiprilat', 'ramipril glucuronide', 'ramiprilat glucuronide', 'ramipril diketopiperazine', 'ramipril diketopiperazine acid']",3034031,Pharmacokinetics of ramipril in the elderly.,1987-05-27
Schunkert1989,Schunkert1989,open,public,2025-10-07,mkoenig,"['xresearch', 'mkoenig']","['ramipril', 'ramiprilat']",2474104,Steady-state kinetics of ramipril in renal failure.,1989-08-25
PKDB00657,Shionoiri1987,closed,public,2023-02-07,mkoenig,"['Mattimatti1', 'xresearch', 'mkoenig']","['ramipril', 'ramiprilat']",2485051,Pharmacokinetics of a single dose of ramipril in patients with renal dysfunction: comparison with essential hypertension.,1991-10-01
PKDB00655,Witte1984,closed,public,2023-02-07,mkoenig,"['xresearch', 'mkoenig']","['ramipril', 'ramiprilat']",6097458,Pharmacokinetics and pharmacodynamics of a novel orally active angiotensin converting enzyme inhibitor (HOE 498) in healthy subjects.,1985-03-21
PKDB00682,deLeeuw1985,closed,public,2023-03-19,DaryaLigay,"['DaryaLigay', 'mkoenig', 'xresearch']",['ramipril'],2418304,"Preliminary experiences with HOE 498, a novel long-acting converting enzyme inhibitor, in hypertensive patients.",1986-03-05
Gaudino1948,Gaudino1948,closed,public,2025-10-07,dzinty,"['xresearch', 'mkoenig', 'dzinty']",['inulin'],18884269,Insulin volume of distribution as a measure of extracellular fluid in dog and man.,2008-10-16
Gyselynck1971,Gyselynck1971,closed,public,2025-10-07,dzinty,"['xresearch', 'mkoenig', 'dzinty']","['creatinine', 'inulin', 'p-aminohippurate', 'gentamicin', 'iothalamate']",5126251,Pharmacokinetics of gentamicin: distribution and plasma and renal clearance.,1972-02-16
Myers1980,Myers1980,closed,public,2025-10-07,dzinty,"['xresearch', 'mkoenig', 'dzinty']","['inulin', 'water']",6164815,Pathophysiology of hemodynamically mediated acute renal failure in man.,1981-07-09
Odeh1993,Odeh1993,closed,public,2025-10-07,dzinty,"['xresearch', 'mkoenig', 'dzinty']","['inulin', 'urea']",8477557,Simultaneous analysis of inulin and 15N2-urea kinetics in humans.,1993-05-25
Schwartz1949,Schwartz1949,closed,public,2025-10-07,dzinty,"['xresearch', 'mkoenig', 'dzinty']",['inulin'],16695783,THE MEASUREMENT OF EXTRACELLULAR FLUID IN MAN BY MEANS OF A CONSTANT INFUSION TECHNIQUE.,2006-05-31
PKDB01078,BasaDenes2019,closed,public,2025-09-25,monajes,"['monajes', 'mkoenig']",['rapamycin (sirolimus)'],31089971,Dose Escalation Study to Assess the Pharmacokinetic Parameters of a Nano-amorphous Oral Sirolimus Formulation in Healthy Volunteers.,2020-04-21
PKDB01079,Kelly1999,closed,public,2025-09-25,monajes,"['monajes', 'mkoenig']","['cyclosporine', 'rapamycin (sirolimus)']",10594869,Conversion from liquid to solid rapamycin formulations in stable renal allograft transplant recipients.,2000-02-07
PKDB01006,Leelahavanichkul2005,closed,public,2025-07-22,monajes,"['monajes', 'mkoenig']",['rapamycin (sirolimus)'],16623021,Pharmacokinetics of sirolimus in Thai healthy volunteers.,2006-05-26
PKDB01080,Renders2007,closed,public,2025-09-25,monajes,"['monajes', 'mkoenig']","['rapamycin (sirolimus)', 'fujimycin (tacrolimus)']",17192769,CYP3A5 genotype markedly influences the pharmacokinetics of tacrolimus and sirolimus in kidney transplant recipients.,2007-04-23
PKDB01070,Zha2022,closed,public,2025-08-28,monajes,"['monajes', 'mkoenig']","['rapamycin (sirolimus)', 'fujimycin (tacrolimus)']",36416673,Effects of a ritonavir-containing regimen on the pharmacokinetics of sirolimus or everolimus in healthy adult subjects.,2022-12-01
PKDB00089,Ammon2002,closed,public,2019-05-08,janekg,"['janekg', 'mkoenig', 'dimitra']","['morphine-6-glucuronide', 'normorphine', 'normorphine-glucuronide', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'norcodeine 6-glucuronide', 'morphine', 'morphine-3-glucuronide', 'sparteine', 'sparteine sulfate', '2-dehydrosparteine', '5-dehydrosparteine', 'diclofenac']",10997932,In vitro interaction of codeine and diclofenac.,2000-11-01
7983238,Band1994,open,public,2025-10-07,janekg,['janekg'],"['codeine', 'codeine phosphate']",7983238,Human pharmacokinetic study of immediate-release (codeine phosphate) and sustained-release (codeine Contin) codeine.,1995-01-04
PKDB00090,Caraco1996a,closed,public,2019-05-08,janekg,"['janekg', 'mkoenig']","['morphine-6-glucuronide', 'normorphine', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'norcodeine 6-glucuronide', 'morphine', 'morphine-3-glucuronide', 'quinidine', 'debrisoquine', '4-hydroxydebrisoquine', 'mephenytoin']",8819499,Pharmacogenetic determination of the effects of codeine and prediction of drug interactions.,1996-11-05
10381807,Caraco1999,closed,public,2025-10-07,janekg,['janekg'],"['morphine-6-glucuronide', 'normorphine', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'norcodeine 6-glucuronide', 'morphine', 'morphine-3-glucuronide', 'quinidine', 'debrisoquine', '4-hydroxydebrisoquine']",10381807,Impact of ethnic origin and quinidine coadministration on codeine's disposition and pharmacodynamic effects.,1999-07-26
2902373,Chen1988,closed,public,2025-10-07,janekg,['janekg'],"['morphine-6-glucuronide', 'normorphine', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'morphine', 'morphine-3-glucuronide', 'dextromethorphan', 'dextrorphan', '3-hydroxymorphinan', '3-methoxymorphinan']",2902373,Polymorphic O-demethylation of codeine.,1988-11-10
2584298,Chen1989,closed,public,2025-10-07,janekg,['janekg'],"['codeine', 'codeine phosphate', 'codeine-6-glucuronide']",2584298,Direct determination of codeine-6-glucuronide in plasma and urine using solid-phase extraction and high-performance liquid chromatography with fluorescence detection.,1989-12-26
Chen1989ThesisChapter4,Chen1989_Thesis190-224,closed,public,2025-10-07,janekg,['janekg'],"['morphine-6-glucuronide', 'normorphine', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'norcodeine 6-glucuronide', 'morphine', 'morphine-3-glucuronide']",,Pharmacokinetics of codeine,1989-01-01
PKDB00091,Chen1991,open,public,2019-05-08,janekg,"['mkoenig', 'janekg', 'dimitra']","['morphine-6-glucuronide', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'norcodeine-conjugates', 'morphine', 'morphine-3-glucuronide', 'dextromethorphan', 'dextrorphan']",2049245,Disposition and metabolism of codeine after single and chronic doses in one poor and seven extensive metabolisers.,1991-07-23
3358767,Dayer1988,closed,public,2025-10-07,mkoenig,"['mkoenig', 'dimitra']",[],3358767,Bioactivation of the narcotic drug codeine in human liver is mediated by the polymorphic monooxygenase catalyzing debrisoquine 4-hydroxylation (cytochrome P-450 dbl/bufI).,1988-05-24
PKDB00204,Desmeules1991,closed,public,2019-10-08,mkoenig,"['mkoenig', 'dimitra', 'janekg']","['codeine phosphate', 'morphine', 'quinidine', 'dextromethorphan', 'dextrorphan']",1782973,Impact of environmental and genetic factors on codeine analgesia.,1992-03-16
9696456,Eckhardt1998,closed,public,2025-10-07,janekg,['janekg'],"['morphine-6-glucuronide', 'codeine', 'codeine phosphate', 'morphine', 'morphine sulfate', 'morphine-3-glucuronide', 'sparteine', '2-dehydrosparteine', '5-dehydrosparteine']",9696456,Same incidence of adverse drug events after codeine administration irrespective of the genetically determined differences in morphine formation.,1998-10-13
3741728,Findlay1986,closed,public,2025-10-07,janekg,['janekg'],"['codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'morphine', 'pholcodine']",3741728,Comparative disposition of codeine and pholcodine in man after single oral doses.,1986-09-29
3437070,Guay1987,closed,public,2025-10-07,janekg,['janekg'],"['codeine', 'codeine sulfate anhydrous', 'codeine-6-glucuronide', 'morphine', 'morphine-3-glucuronide']",3437070,Pharmacokinetics of codeine after single- and multiple-oral-dose administration to normal volunteers.,1988-03-31
3335120,Guay1988,closed,public,2025-10-07,janekg,['janekg'],"['codeine', 'codeine phosphate', 'codeine sulfate anhydrous', 'codeine-6-glucuronide', 'morphine', 'morphine-3-glucuronide']",3335120,Pharmacokinetics and pharmacodynamics of codeine in end-stage renal disease.,1988-02-22
PKDB00092,Hasselstrom1997,closed,public,2019-05-08,janekg,"['janekg', 'mkoenig']","['morphine-6-glucuronide', 'normorphine', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'norcodeine 6-glucuronide', 'morphine', 'morphine-3-glucuronide', 'debrisoquine', '4-hydroxydebrisoquine']",9403287,The effect of codeine on gastrointestinal transit in extensive and poor metabolisers of debrisoquine.,1998-01-27
PKDB00094,Kim2002,open,public,2019-05-08,janekg,"['janekg', 'mkoenig']","['codeine', 'codeine sulfate anhydrous', 'norcodeine']",12194925,Plasma and oral fluid pharmacokinetics and pharmacodynamics after oral codeine administration.,2002-09-13
PKDB00095,Kirchheiner2007,closed,public,2019-05-08,janekg,"['mkoenig', 'janekg', 'dimitra']","['morphine-6-glucuronide', 'codeine', 'codeine phosphate', 'morphine', 'morphine-3-glucuronide']",16819548,Pharmacokinetics of codeine and its metabolite morphine in ultra-rapid metabolizers due to CYP2D6 duplication.,2007-09-27
PKDB00096,Kronstrand2001,closed,public,2019-05-08,janekg,"['mkoenig', 'dimitra', 'janekg']","['codeine', 'codeine phosphate', 'morphine']",11550826,Concentration ratios of codeine-to-morphine in plasma after a single oral dose (100 mg) of codeine phosphate.,2002-01-23
PKDB00097,Lafolie1996,closed,public,2019-05-08,janekg,"['mkoenig', 'janekg', 'dimitra']","['morphine-6-glucuronide', 'codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'norcodeine', 'morphine', 'morphine-3-glucuronide']",8934303,Urine and plasma pharmacokinetics of codeine in healthy volunteers: implications for drugs-of-abuse testing.,1997-02-26
9725479,Laneury1998,closed,public,2025-10-07,janekg,['janekg'],"['codeine', 'codeine phosphate', 'ibuprofen']",9725479,Comparative bioavailability study of codeine and ibuprofen after administration of the two products alone or in association to 24 healthy volunteers.,1998-11-03
PKDB00098,Liao2009,closed,public,2019-05-08,janekg,"['mkoenig', 'janekg', 'dimitra']","['codeine', 'codeine phosphate', 'morphine']",19156643,Urine and plasma pharmacokinetics of codeine in healthy volunteers: implications for drugs-of-abuse testing.,1997-02-26
PKDB00100,Mikus1997,closed,public,2019-05-08,janekg,"['janekg', 'mkoenig']","['codeine', 'codeine phosphate', 'codeine-6-glucuronide', 'morphine', 'sparteine', '2-dehydrosparteine', '5-dehydrosparteine', 'sulfasalazine', 'sulfapyridine']",9129563,Effect of codeine on gastrointestinal motility in relation to CYP2D6 phenotype.,1997-05-15
PKDB00102,Mohammed1993,closed,public,2019-05-08,janekg,"['mkoenig', 'janekg', 'dimitra']",['codeine'],8227477,Codeine disposition in sickle cell patients compared with healthy volunteers.,1993-12-10
PKDB00103,Molanaei2010,closed,public,2019-05-08,janekg,"['mkoenig', 'janekg', 'dimitra']","['morphine-6-glucuronide', 'codeine phosphate', 'codeine-6-glucuronide', 'morphine-3-glucuronide']",19940985,Influence of the CYP2D6 polymorphism and hemodialysis on codeine disposition in patients with end-stage renal disease.,2010-05-06
28063968,Nielsen2017,closed,public,2025-10-07,janekg,['janekg'],[],28063968,"Lack of genetic association between OCT1, ABCB1, and UGT2B7 variants and morphine pharmacokinetics.",2017-05-26
9010701,Poulsen1996,closed,public,2025-10-07,mkoenig,"['mkoenig', 'dimitra']",[],9010701,"Codeine and morphine in extensive and poor metabolizers of sparteine: pharmacokinetics, analgesic effect and side effects.",1997-04-01
